,page,date,total_visits
855,North_Korea_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5153073
856,Norway_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3500612
857,Novak_Djokovic_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4474694
858,Novak_Djokovic_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2643665
859,ONE_OK_ROCK_ja.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3664984
860,ONE_PIECE_ja.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3005282
861,Olivia_Munn_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5212331
862,Olivia_de_Havilland_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1613232
863,Olivia_de_Havilland_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,660744
864,Olivia_de_Havilland_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,922924
865,Olympus_Has_Fallen_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1496285
866,Once_Upon_a_Time_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4447085
867,One_Direction_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4323087
868,Orange_Is_the_New_Black_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6241503
869,Orange_Is_the_New_Black_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2748815
870,Orange_Is_the_New_Black_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3329901
871,Orange_Is_the_New_Black_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1054231
872,Orphan_Black_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2203389
873,Ottoman_Empire_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4247882
874,Outlander_(Fernsehserie)_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,812448
875,Outlander_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3502883
876,Pablo_Escobar_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,16272428
877,Pakistan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5353116
878,Pansexuality_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3472483
879,Pansexuality_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2572671
880,Panzerkampfwagen_V_Panther_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,172089
881,Paris_Hilton_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2385925
882,Paris_Hilton_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1456340
883,Paris_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3333680
884,Parks_and_Recreation_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2205920
885,Paul_Pogba_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4106418
886,Paul_Rudd_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2593039
887,Paul_Walker_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4374055
888,Paul_Walker_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3025601
889,Penny_Dreadful_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4289462
890,Penny_Dreadful_(TV_series)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2008664
891,Penny_Dreadful_(TV_series)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2174829
892,Periodic_table_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5829473
893,Peter_Dinklage_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3082110
894,Pharrell_Williams_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2072595
895,Philippines_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5226216
896,Piper_Kerman_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1075378
897,Piper_Kerman_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,725632
898,Pirates_of_the_Caribbean_(film_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3739458
899,Pluto_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1168921
900,Poland_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3386012
901,Pope_Francis_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2742545
902,Pornhub_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4929543
903,Pornhub_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3002808
904,Pornography_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3423091
905,Portal:Contents_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4599556
906,Portal:Contents_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,4523865
907,Portal:Current_events_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,14681693
908,Portal:Current_events_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,12726692
909,Portal:Featured_content_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2811594
910,Power_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2418235
911,Pretty_Little_Liars_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2796327
912,Pretty_Little_Liars_(TV_series)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1201085
913,Pretty_Little_Liars_(TV_series)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1555701
914,Pretty_Little_Liars_(season_6)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2311064
915,Pretty_Little_Liars_(season_6)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,940102
916,Pretty_Little_Liars_(season_6)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1352796
917,Primera_Guerra_Mundial_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4995613
918,Prince_(musician)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,22915933
919,Puerto_Rico_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3852180
920,Puerto_Rico_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1853341
921,Puerto_Rico_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1942139
922,Queen_Victoria_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8388985
923,Quentin_Tarantino_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4558826
924,Quinoa_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2458269
925,RMS_Titanic_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5393672
926,Rachel_McAdams_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4278009
927,Rachel_McAdams_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1667153
928,Rachel_McAdams_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2546779
929,Rae_Sremmurd_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2376341
930,Rafael_Nadal_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2452423
931,Rafael_Nadal_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1418904
932,Ramadan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2425331
933,Ramadan_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,900575
934,Ramadan_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1499384
935,Rami_Malek_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3512786
936,Rashida_Jones_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2825861
937,Real_Madrid_C.F._en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4141682
938,Referendum_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,141561
939,Referendum_de.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,68364
940,"Republican_Party_presidential_candidates,_2016_en.wikipedia.org_all-access_all-agents",2016-01-01 00:00:00,2377012
941,Richard_Nixon_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5214959
942,Rick_and_Morty_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3095822
943,Rick_and_Morty_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1816788
944,Rihanna_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7077467
945,Rihanna_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4148218
946,River_Phoenix_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2795226
947,Robert_Kardashian_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8283001
948,Robin_Williams_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4638939
949,Rocky_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1519425
950,Roger_Federer_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3526578
951,Roger_Federer_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1374615
952,Roger_Federer_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2089570
953,Roman_Reigns_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4811730
954,Ronald_Reagan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,10027558
955,Ronaldinho_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2821214
956,Ronaldo_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2333861
957,Ronda_Rousey_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4566641
958,Rooting_(Android_OS)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3897566
959,Rooting_(Android_OS)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3511539
960,Rosamund_Pike_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2263669
961,Rosamund_Pike_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1323499
962,Rose_Byrne_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2954788
963,Rothschild_family_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6244737
964,Ruby_Rose_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2850341
965,Ruby_Rose_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,902266
966,Ruby_Rose_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1914935
967,Running_Man_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2941981
968,Running_Man_zh.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6769942
969,Running_Man_zh.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,4712742
970,Running_Man_zh.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2024280
971,Russia_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6601519
972,Russia_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3843420
973,Ryan_Gosling_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4374963
974,Ryan_Reynolds_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,8743501
975,SASUKE_ja.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,277435
976,SASUKE_ja.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,110202
977,SASUKE_ja.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,165464
978,SIXTEEN_zh.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,255682
979,Salman_Khan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5656977
980,Salman_Khan_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4083827
981,Salvador_DalÃ­_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,534506
982,Samira_Wiley_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1122397
983,Samuel_L._Jackson_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3221951
984,San_Andreas_(film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1847228
985,San_Andreas_(film)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1111159
986,Sandra_Bullock_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3104151
987,Sasha_Grey_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2930632
988,Saudi_Arabia_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3948835
989,Scarlett_Johansson_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7537038
990,Scarlett_Johansson_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,4869091
991,Schizophrenia_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3495569
992,Scientology_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3511417
993,Scott_Eastwood_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3602546
994,Scream_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2302659
995,Scream_(TV_series)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,934370
996,Scream_(TV_series)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1325241
997,Scream_Queens_(2015_TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3300505
998,Sean_Penn_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3140417
999,Segunda_Guerra_Mundial_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5037978
1000,SelecciÃ³n_de_fÃºtbol_de_Argentina_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1009360
1001,SelecciÃ³n_de_fÃºtbol_de_Argentina_es.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,408258
1002,SelecciÃ³n_de_fÃºtbol_de_Argentina_es.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,590727
1003,SelecciÃ³n_de_fÃºtbol_de_Chile_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,761574
1004,Selena_Gomez_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6441930
1005,Selena_Gomez_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3934528
1006,Sense8_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2363619
1007,Sense8_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1323746
1008,Sense8_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,993592
1009,September_11_attacks_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6493570
1010,Serena_Williams_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4579015
1011,Serena_Williams_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1574949
1012,Serena_Williams_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2919585
1013,Sergio_GermÃ¡n_Romero_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,331975
1014,Seth_MacFarlane_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3091089
1015,Seth_MacFarlane_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1127166
1016,Seth_MacFarlane_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1912735
1017,Seven_deadly_sins_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4460287
1018,Sex_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3338075
1019,Sex_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2318221
1020,Sexual_intercourse_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4918664
1021,Sexual_intercourse_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,3529381
1022,Shah_Rukh_Khan_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5544934
1023,Shailene_Woodley_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3351498
1024,Shaquille_O'Neal_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5553776
1025,Sherlock_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4621374
1026,Shia_LaBeouf_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3166786
1027,Shia_LaBeouf_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,1223617
1028,Shia_LaBeouf_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,1900081
1029,Shraddha_Kapoor_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2499288
1030,Sia_Furler_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7846899
1031,Silicon_Valley_(TV_series)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2880620
1032,Singapore_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,6187184
1033,Singapore_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3410738
1034,Snapchat_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3317941
1035,Snoop_Dogg_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4694187
1036,SofÃ­a_Vergara_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3230455
1037,Solar_System_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3293252
1038,Sons_of_Anarchy_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2865452
1039,Sophie_Turner_(actress)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2087503
1040,South_Africa_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4343642
1041,South_Korea_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3645861
1042,Soviet_Union_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4443142
1043,Spain_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4210542
1044,Special:Book_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,96789637
1045,Special:Book_en.wikipedia.org_all-access_spider,2016-01-01 00:00:00,12511041
1046,Special:Book_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,96294027
1047,Special:CiteThisPage_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,21104787
1048,Special:CiteThisPage_en.wikipedia.org_all-access_spider,2016-01-01 00:00:00,6635359
1049,Special:CiteThisPage_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,20871438
1050,Special:LinkSearch_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,9328127
1051,Special:LinkSearch_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,9324940
1052,Special:Log_commons.wikimedia.org_all-access_all-agents,2016-01-01 00:00:00,2188167
1053,Special:Log_commons.wikimedia.org_all-access_spider,2016-01-01 00:00:00,1693307
1054,Special:Log_commons.wikimedia.org_desktop_all-agents,2016-01-01 00:00:00,2103671
1055,Special:Log_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5709179
1056,Special:Log_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,5606203
1057,Special:MobileMenu_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,18383127
1058,Special:MobileMenu_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,18355295
1059,Special:MobileOptions_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,9684083
1060,Special:MobileOptions_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,9521478
1061,Special:RecentChangesLinked_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,27145400
1062,Special:RecentChangesLinked_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,25548886
1063,Special:RecentChanges_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,46446656
1064,Special:RecentChanges_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,46325354
1065,Special:Search_commons.wikimedia.org_all-access_all-agents,2016-01-01 00:00:00,42343820
1066,Special:Search_commons.wikimedia.org_desktop_all-agents,2016-01-01 00:00:00,39570295
1067,Special:Search_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,24659728
1068,Special:Search_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,19061493
1069,Special:Search_de.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,5479585
1070,Special:Search_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,824034442
1071,Special:Search_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,675606021
1072,Special:Search_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,148359656
1073,Special:Search_es.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,9706113
1074,Special:Search_es.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,7285246
1075,Special:Search_es.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2414189
1076,Special:Search_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7286020
1077,Special:Search_ru.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,10069330
1078,Special:Search_ru.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,8653812
1079,Special:SpecialPages_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,2079011
1080,Special:UploadWizard_commons.wikimedia.org_all-access_all-agents,2016-01-01 00:00:00,14394715
1081,Special:UploadWizard_commons.wikimedia.org_desktop_all-agents,2016-01-01 00:00:00,13269139
1082,Special:Upload_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3855462
1083,Special:Watchlist_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,26598982
1084,Special:Watchlist_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,26020008
1085,Special:WhatLinksHere_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,11805010
1086,Special:WhatLinksHere_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,11445530
1087,Special:æœç´¢_zh.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,32390835
1088,Special:æœç´¢_zh.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,32106328
1089,Special:é“¾æŽ¥æœç´¢_zh.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7754166
1090,Special:é“¾æŽ¥æœç´¢_zh.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,7754114
1091,Spectre_(2015_film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,4452429
1092,Spezial:Anmelden_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,17758828
1093,Spezial:Anmelden_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,15912931
1094,Spezial:Beobachtungsliste_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,13070768
1095,Spezial:Beobachtungsliste_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,12901966
1096,Spezial:Buch_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,13724980
1097,Spezial:Buch_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,13676199
1098,Spezial:Letzte_Ã„nderungen_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5519476
1099,Spezial:Letzte_Ã„nderungen_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,5499360
1100,Spezial:Suche_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,145612381
1101,Spezial:Suche_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,142884602
1102,Spezial:Weblinksuche_de.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,14916725
1103,Spezial:Weblinksuche_de.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,14916294
1104,Spice_Girls_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2570072
1105,Spider-Man_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3354148
1106,SpÃ©cial:Connexion_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,19499299
1107,SpÃ©cial:Connexion_fr.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,16694585
1108,SpÃ©cial:Connexion_fr.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,2804695
1109,SpÃ©cial:Liste_de_suivi_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5480262
1110,SpÃ©cial:Liste_de_suivi_fr.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,5347164
1111,SpÃ©cial:Livre_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,11202855
1112,SpÃ©cial:Livre_fr.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,10998756
1113,SpÃ©cial:Recherche_de_lien_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,7844082
1114,SpÃ©cial:Recherche_de_lien_fr.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,7843146
1115,SpÃ©cial:Recherche_fr.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,64200822
1116,SpÃ©cial:Recherche_fr.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,58565601
1117,SpÃ©cial:Recherche_fr.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,5635208
1118,Stan_Wawrinka_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1281079
1119,Standard_deviation_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3688446
1120,Star_Wars:_The_Force_Awakens_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,14278383
1121,Star_Wars:_The_Force_Awakens_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,6435309
1122,Star_Wars_Rebels_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2823637
1123,Star_Wars_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,11598103
1124,Statue_of_Liberty_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3197687
1125,Steffi_Graf_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,1154272
1126,Stephen_Curry_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,10466131
1127,Stephen_Curry_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,7276858
1128,Stephen_Hawking_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,9510992
1129,Stephen_Hawking_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,6499421
1130,Steve_Jobs_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,9536391
1131,Steve_Jobs_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,3595035
1132,Steve_Jobs_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,5806222
1133,Steven_Spielberg_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3315615
1134,Steven_Universe_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,2814420
1135,Suge_Knight_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,5401449
1136,Suicide_Squad_(film)_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,19514725
1137,Suicide_Squad_(film)_en.wikipedia.org_desktop_all-agents,2016-01-01 00:00:00,8505125
1138,Suicide_Squad_(film)_en.wikipedia.org_mobile-web_all-agents,2016-01-01 00:00:00,10534348
1139,Suicide_Squad_en.wikipedia.org_all-access_all-agents,2016-01-01 00:00:00,3706905
